127.0.0.1 - - [27/Feb/2021:14:51:12 +0530] "GET / HTTP/1.1" 404 1074
0:0:0:0:0:0:0:1 - - [27/Feb/2021:14:51:12 +0530] "GET /Eshop/blog-single-sidebar.html HTTP/1.1" 200 22580
0:0:0:0:0:0:0:1 - - [27/Feb/2021:14:51:12 +0530] "GET /Eshop/css/bootstrap.css HTTP/1.1" 200 165667
0:0:0:0:0:0:0:1 - - [27/Feb/2021:14:51:12 +0530] "GET /Eshop/css/magnific-popup.min.css HTTP/1.1" 200 6138
0:0:0:0:0:0:0:1 - - [27/Feb/2021:14:51:12 +0530] "GET /Eshop/css/font-awesome.css HTTP/1.1" 200 41747
0:0:0:0:0:0:0:1 - - [27/Feb/2021:14:51:12 +0530] "GET /Eshop/css/jquery.fancybox.min.css HTTP/1.1" 200 13746
0:0:0:0:0:0:0:1 - - [27/Feb/2021:14:51:12 +0530] "GET /Eshop/css/animate.css HTTP/1.1" 200 78576
0:0:0:0:0:0:0:1 - - [27/Feb/2021:14:51:12 +0530] "GET /Eshop/css/niceselect.css HTTP/1.1" 200 4182
0:0:0:0:0:0:0:1 - - [27/Feb/2021:14:51:12 +0530] "GET /Eshop/css/themify-icons.css HTTP/1.1" 200 16403
0:0:0:0:0:0:0:1 - - [27/Feb/2021:14:51:12 +0530] "GET /Eshop/css/flex-slider.min.css HTTP/1.1" 200 6829
0:0:0:0:0:0:0:1 - - [27/Feb/2021:14:51:12 +0530] "GET /Eshop/style.css HTTP/1.1" 200 99886
0:0:0:0:0:0:0:1 - - [27/Feb/2021:14:51:12 +0530] "GET /Eshop/css/reset.css HTTP/1.1" 200 36950
0:0:0:0:0:0:0:1 - - [27/Feb/2021:14:51:12 +0530] "GET /Eshop/css/slicknav.min.css HTTP/1.1" 200 2239
0:0:0:0:0:0:0:1 - - [27/Feb/2021:14:51:12 +0530] "GET /Eshop/css/responsive.css HTTP/1.1" 200 31116
0:0:0:0:0:0:0:1 - - [27/Feb/2021:14:51:12 +0530] "GET /Eshop/css/owl-carousel.css HTTP/1.1" 200 6122
0:0:0:0:0:0:0:1 - - [27/Feb/2021:14:51:12 +0530] "GET /Eshop/js/jquery.min.js HTTP/1.1" 200 86661
0:0:0:0:0:0:0:1 - - [27/Feb/2021:14:51:12 +0530] "GET /Eshop/js/jquery-migrate-3.0.0.js HTTP/1.1" 200 7084
0:0:0:0:0:0:0:1 - - [27/Feb/2021:14:51:13 +0530] "GET /Eshop/js/jquery-ui.min.js HTTP/1.1" 200 30936
0:0:0:0:0:0:0:1 - - [27/Feb/2021:14:51:13 +0530] "GET /Eshop/js/popper.min.js HTTP/1.1" 200 19241
